,I_p_0.005,I_p_0.007,I_p_0.01,I_p_0.05,I_predict,R_p_0.005,R_p_0.007,R_p_0.01,R_p_0.05,R_predict,S_p_0.005,S_p_0.007,S_p_0.01,S_p_0.05,V_p_0.005,V_p_0.007,V_p_0.01,V_p_0.05,beta,gamma,Region,Population,Date,I_actual,R_actual,S_actual,index,Confirmed,Deceased,Recovered,totalConfirmed,totalFatalities,totalRecovered
136,509116.0,509116.0,509116.0,509116.0,509116.0,1022916.0,1022916.0,1022916.0,1022916.0,1022916.0,1369828319.0,1369828319.0,1369828319.0,1369828319.0,0.0,0.0,0.0,0.0,0.10018249661561296,0.0735106121280311,India,1371360351,2020-07-28,509116.0,1022916.0,1022916.0,136.0,49631.0,774.0,35683.0,1532032.0,34243.0,988673.0
137,527934.0,527934.0,527934.0,527934.0,527934.0,1056577.0,1056577.0,1056577.0,1056577.0,1056577.0,1369775840.0,1369775840.0,1369775840.0,1369775840.0,0.0,0.0,0.0,0.0,0.10319395408291607,0.0661165628265464,India,1371360351,2020-07-29,527934.0,1056577.0,1056577.0,137.0,52479.0,775.0,32886.0,1584511.0,35018.0,1021559.0
138,544693.0,544693.0,544693.0,544693.0,544693.0,1094786.0,1094786.0,1094786.0,1094786.0,1094786.0,1369720872.0,1369720872.0,1369720872.0,1369720872.0,0.0,0.0,0.0,0.0,0.10423951696391677,0.07237457712517095,India,1371360351,2020-07-30,544693.0,1094786.0,1094786.0,138.0,54968.0,784.0,37425.0,1639479.0,35802.0,1058984.0
139,564861.0,564861.0,564861.0,564861.0,564861.0,1132104.0,1132104.0,1132104.0,1132104.0,1132104.0,1369663386.0,1369663386.0,1369663386.0,1369663386.0,0.0,0.0,0.0,0.0,0.10566467260503458,0.0685119874865291,India,1371360351,2020-07-31,564861.0,1132104.0,1132104.0,139.0,57486.0,764.0,36554.0,1696965.0,36566.0,1095538.0
140,567756.0,567756.0,567756.0,567756.0,567756.0,1184326.0,1184326.0,1184326.0,1184326.0,1184326.0,1369608269.0,1369608269.0,1369608269.0,1369608269.0,0.0,0.0,0.0,0.0,0.0976971113849678,0.09245106318191555,India,1371360351,2020-08-01,567756.0,1184326.0,1184326.0,140.0,55117.0,854.0,51368.0,1752082.0,37420.0,1146906.0
141,579313.0,579313.0,579313.0,579313.0,579313.0,1225441.0,1225441.0,1225441.0,1225441.0,1225441.0,1369555597.0,1369555597.0,1369555597.0,1369555597.0,0.0,0.0,0.0,0.0,0.09289092684972641,0.07241667195062668,India,1371360351,2020-08-02,579313.0,1225441.0,1225441.0,141.0,52672.0,760.0,40355.0,1804754.0,38180.0,1187261.0
142,585925.0,585925.0,585925.0,585925.0,585925.0,1269317.0,1269317.0,1269317.0,1269317.0,1269317.0,1369505109.0,1369505109.0,1369505109.0,1369505109.0,0.0,0.0,0.0,0.0,0.08726635062073537,0.07573798620089658,India,1371360351,2020-08-03,585925.0,1269317.0,1269317.0,142.0,50488.0,806.0,43070.0,1855242.0,38986.0,1230331.0
143,585138.0,585138.0,585138.0,585138.0,585138.0,1321386.0,1321386.0,1321386.0,1321386.0,1321386.0,1369453827.0,1369453827.0,1369453827.0,1369453827.0,0.0,0.0,0.0,0.0,0.08764171306980541,0.08886632248154627,India,1371360351,2020-08-04,585138.0,1321386.0,1321386.0,143.0,51282.0,849.0,51220.0,1906524.0,39835.0,1281551.0
144,595262.0,595262.0,595262.0,595262.0,595262.0,1367888.0,1367888.0,1367888.0,1367888.0,1367888.0,1369397201.0,1369397201.0,1369397201.0,1369397201.0,0.0,0.0,0.0,0.0,0.0969084788417734,0.07947185108470138,India,1371360351,2020-08-05,595262.0,1367888.0,1367888.0,144.0,56626.0,919.0,45583.0,1963150.0,40754.0,1327134.0
145,606392.0,606392.0,606392.0,606392.0,606392.0,1418928.0,1418928.0,1418928.0,1418928.0,1418928.0,1369335031.0,1369335031.0,1369335031.0,1369335031.0,0.0,0.0,0.0,0.0,0.10459113147260599,0.08574375653073772,India,1371360351,2020-08-06,606392.0,1418928.0,1418928.0,145.0,62170.0,899.0,50141.0,2025320.0,41653.0,1377275.0
146,616524.0,616524.0,616524.0,616524.0,616524.0,1470251.0,1470251.0,1470251.0,1470251.0,1470251.0,1369273576.0,1369273576.0,1369273576.0,1369273576.0,0.0,0.0,0.0,0.0,0.10149522955967842,0.08463667066847848,India,1371360351,2020-08-07,616524.0,1470251.0,1470251.0,146.0,61455.0,936.0,50387.0,2086775.0,42589.0,1427662.0
147,628670.0,628670.0,628670.0,628670.0,628670.0,1523261.0,1523261.0,1523261.0,1523261.0,1523261.0,1369208420.0,1369208420.0,1369208420.0,1369208420.0,0.0,0.0,0.0,0.0,0.1058438890335299,0.08598205422659945,India,1371360351,2020-08-08,628670.0,1523261.0,1523261.0,147.0,65156.0,875.0,52135.0,2151931.0,43464.0,1479797.0
148,635300.0,635300.0,635300.0,635300.0,635300.0,1578748.0,1578748.0,1578748.0,1578748.0,1578748.0,1369146303.0,1369146303.0,1369146303.0,1369146303.0,0.0,0.0,0.0,0.0,0.09896229634753755,0.08826093180842096,India,1371360351,2020-08-09,635300.0,1578748.0,1578748.0,148.0,62117.0,1013.0,54474.0,2214048.0,44477.0,1534271.0
149,640067.0,640067.0,640067.0,640067.0,640067.0,1626997.0,1626997.0,1626997.0,1626997.0,1626997.0,1369093287.0,1369093287.0,1369093287.0,1369093287.0,0.0,0.0,0.0,0.0,0.08358528605729972,0.07594679678891862,India,1371360351,2020-08-10,640067.0,1626997.0,1626997.0,149.0,53016.0,887.0,47362.0,2267064.0,45364.0,1581633.0
150,644023.0,644023.0,644023.0,644023.0,644023.0,1684293.0,1684293.0,1684293.0,1684293.0,1684293.0,1369032035.0,1369032035.0,1369032035.0,1369032035.0,0.0,0.0,0.0,0.0,0.09585469396259706,0.08951562883260658,India,1371360351,2020-08-11,644023.0,1684293.0,1684293.0,150.0,61252.0,835.0,56461.0,2328316.0,46199.0,1638094.0
151,652380.0,652380.0,652380.0,652380.0,652380.0,1743002.0,1743002.0,1743002.0,1743002.0,1743002.0,1368964969.0,1368964969.0,1368964969.0,1368964969.0,0.0,0.0,0.0,0.0,0.10431313680388239,0.09115978777155474,India,1371360351,2020-08-12,652380.0,1743002.0,1743002.0,151.0,67066.0,950.0,57759.0,2395382.0,47149.0,1695853.0
152,660739.0,660739.0,660739.0,660739.0,660739.0,1798784.0,1798784.0,1798784.0,1798784.0,1798784.0,1368900828.0,1368900828.0,1368900828.0,1368900828.0,0.0,0.0,0.0,0.0,0.09849049998495649,0.08550538029982525,India,1371360351,2020-08-13,660739.0,1798784.0,1798784.0,152.0,64141.0,1006.0,54776.0,2459523.0,48155.0,1750629.0
153,668440.0,668440.0,668440.0,668440.0,668440.0,1856693.0,1856693.0,1856693.0,1856693.0,1856693.0,1368835218.0,1368835218.0,1368835218.0,1368835218.0,0.0,0.0,0.0,0.0,0.09947631726295958,0.08764277574049663,India,1371360351,2020-08-14,668440.0,1856693.0,1856693.0,153.0,65610.0,989.0,56920.0,2525133.0,49144.0,1807549.0
154,678358.0,678358.0,678358.0,678358.0,678358.0,1910761.0,1910761.0,1910761.0,1910761.0,1910761.0,1368771232.0,1368771232.0,1368771232.0,1368771232.0,0.0,0.0,0.0,0.0,0.0959009589027582,0.0808868410029322,India,1371360351,2020-08-15,678358.0,1910761.0,1910761.0,154.0,63986.0,952.0,53116.0,2589119.0,50096.0,1860665.0
155,678098.0,678098.0,678098.0,678098.0,678098.0,1969117.0,1969117.0,1969117.0,1969117.0,1969117.0,1368713136.0,1368713136.0,1368713136.0,1368713136.0,0.0,0.0,0.0,0.0,0.08580409212860378,0.0860253730331182,India,1371360351,2020-08-16,678098.0,1969117.0,1969117.0,155.0,58096.0,952.0,57404.0,2647215.0,51048.0,1918069.0
156,673344.0,673344.0,673344.0,673344.0,673344.0,2028169.0,2028169.0,2028169.0,2028169.0,2028169.0,1368658838.0,1368658838.0,1368658838.0,1368658838.0,0.0,0.0,0.0,0.0,0.08022884191230574,0.08708475766039717,India,1371360351,2020-08-17,673344.0,2028169.0,2028169.0,156.0,54298.0,880.0,58172.0,2701513.0,51928.0,1976241.0
157,676789.0,676789.0,676789.0,676789.0,676789.0,2089723.0,2089723.0,2089723.0,2089723.0,2089723.0,1368593839.0,1368593839.0,1368593839.0,1368593839.0,0.0,0.0,0.0,0.0,0.09672217707372033,0.09141538351867694,India,1371360351,2020-08-18,676789.0,2089723.0,2089723.0,157.0,64999.0,1099.0,60455.0,2766512.0,53027.0,2036696.0
158,685641.0,685641.0,685641.0,685641.0,685641.0,2150067.0,2150067.0,2150067.0,2150067.0,2150067.0,1368524643.0,1368524643.0,1368524643.0,1368524643.0,0.0,0.0,0.0,0.0,0.10244828836680449,0.08916220565050555,India,1371360351,2020-08-19,685641.0,2150067.0,2150067.0,158.0,69196.0,979.0,59365.0,2835708.0,54006.0,2096061.0
159,691305.0,691305.0,691305.0,691305.0,691305.0,2212921.0,2212921.0,2212921.0,2212921.0,2212921.0,1368456125.0,1368456125.0,1368456125.0,1368456125.0,0.0,0.0,0.0,0.0,0.10013983345710534,0.09167188076559016,India,1371360351,2020-08-20,691305.0,2212921.0,2212921.0,159.0,68518.0,981.0,61873.0,2904226.0,54987.0,2157934.0
160,696013.0,696013.0,696013.0,696013.0,696013.0,2276732.0,2276732.0,2276732.0,2276732.0,2276732.0,1368387606.0,1368387606.0,1368387606.0,1368387606.0,0.0,0.0,0.0,0.0,0.09932579027866284,0.09230513304547197,India,1371360351,2020-08-21,696013.0,2276732.0,2276732.0,160.0,68519.0,953.0,62858.0,2972745.0,55940.0,2220792.0
161,706061.0,706061.0,706061.0,706061.0,706061.0,2336751.0,2336751.0,2336751.0,2336751.0,2336751.0,1368317539.0,1368317539.0,1368317539.0,1368317539.0,0.0,0.0,0.0,0.0,0.10088779464032503,0.08623258473620464,India,1371360351,2020-08-22,706061.0,2336751.0,2336751.0,161.0,70067.0,918.0,59101.0,3042812.0,56858.0,2279893.0
162,710068.0,710068.0,710068.0,710068.0,710068.0,2394493.0,2394493.0,2394493.0,2394493.0,2394493.0,1368255790.0,1368255790.0,1368255790.0,1368255790.0,0.0,0.0,0.0,0.0,0.08765009688262893,0.08178046939287116,India,1371360351,2020-08-23,710068.0,2394493.0,2394493.0,162.0,61749.0,846.0,56896.0,3104561.0,57704.0,2336789.0
163,702605.0,702605.0,702605.0,702605.0,702605.0,2461652.0,2461652.0,2461652.0,2461652.0,2461652.0,1368196094.0,1368196094.0,1368196094.0,1368196094.0,0.0,0.0,0.0,0.0,0.0842615773801541,0.09458108237520914,India,1371360351,2020-08-24,702605.0,2461652.0,2461652.0,163.0,59696.0,854.0,66305.0,3164257.0,58558.0,2403094.0
164,575931.7533180416,575931.7533180416,575931.7533180416,575931.7533180416,575931.7533180416,2526438.159258683,2526438.159258683,2526438.159258683,2526438.159258683,2526438.159258683,1368134206.9125767,1368134206.9125767,1368134206.9125767,1368134206.9125767,0.0,0.0,0.0,0.0,0.08828604271605804,0.09220850870500946,India,1371360351,2020-08-25,704261.0,2526869.0,2526869.0,164.0,66873.0,1066.0,64151.0,3231130.0,59624.0,2467245.0
165,466316.42375933006,466316.42375933006,466316.42375933006,466316.42375933006,466316.42375933006,2581488.630457604,2581488.630457604,2581488.630457604,2581488.630457604,2581488.630457604,1368079642.0542169,1368079642.0542169,1368079642.0542169,1368079642.0542169,0.0,0.0,0.0,0.0,0.0949652894045068,0.09558506000366468,India,1371360351,2020-08-26,723048.0,2584077.0,2584077.0,165.0,75995.0,1017.0,56191.0,3307125.0,60641.0,2523436.0
166,379257.80186834675,379257.80186834675,379257.80186834675,379257.80186834675,379257.80186834675,2624329.824867157,2624329.824867157,2624329.824867157,2624329.824867157,2624329.824867157,1368035424.6267354,1368035424.6267354,1368035424.6267354,1368035424.6267354,0.0,0.0,0.0,0.0,0.09505018557864583,0.09187151090278507,India,1371360351,2020-08-27,739189.0,2644763.0,2644763.0,166.0,76827.0,1066.0,59620.0,3383952.0,61707.0,2583056.0
167,307517.5140207406,307517.5140207406,307517.5140207406,307517.5140207406,307517.5140207406,2660105.1622778573,2660105.1622778573,2660105.1622778573,2660105.1622778573,2660105.1622778573,1367999459.6762986,1367999459.6762986,1367999459.6762986,1367999459.6762986,0.0,0.0,0.0,0.0,0.09506030164762777,0.09432986542256908,India,1371360351,2020-08-28,750352.0,2710257.0,2710257.0,167.0,76657.0,1019.0,64475.0,3460609.0,62726.0,2647531.0
168,248111.20855251388,248111.20855251388,248111.20855251388,248111.20855251388,248111.20855251388,2689895.1547447275,2689895.1547447275,2689895.1547447275,2689895.1547447275,2689895.1547447275,1367969843.3632972,1367969843.3632972,1367969843.3632972,1367969843.3632972,0.0,0.0,0.0,0.0,0.09654433583278785,0.09687250679602222,India,1371360351,2020-08-29,762906.0,2776182.0,2776182.0,168.0,78479.0,943.0,64982.0,3539088.0,63669.0,2712513.0
169,202840.93526375218,202840.93526375218,202840.93526375218,202840.93526375218,202840.93526375218,2713161.6502738623,2713161.6502738623,2713161.6502738623,2713161.6502738623,2713161.6502738623,1367947839.5855377,1367947839.5855377,1367947839.5855377,1367947839.5855377,0.0,0.0,0.0,0.0,0.08890494774941438,0.09377446373693495,India,1371360351,2020-08-30,780985.0,2837564.0,2837564.0,169.0,79461.0,960.0,60422.0,3618549.0,64629.0,2772935.0
170,165854.77381723718,165854.77381723718,165854.77381723718,165854.77381723718,165854.77381723718,2733261.9609407587,2733261.9609407587,2733261.9609407587,2733261.9609407587,2733261.9609407587,1367930953.7347581,1367930953.7347581,1367930953.7347581,1367930953.7347581,0.0,0.0,0.0,0.0,0.08345442972667404,0.09909395576765766,India,1371360351,2020-08-31,784500.0,2902815.0,2902815.0,170.0,68766.0,816.0,64435.0,3687315.0,65445.0,2837370.0
171,135195.12751519738,135195.12751519738,135195.12751519738,135195.12751519738,135195.12751519738,2749227.5208518393,2749227.5208518393,2749227.5208518393,2749227.5208518393,2749227.5208518393,1367916259.6483672,1367916259.6483672,1367916259.6483672,1367916259.6483672,0.0,0.0,0.0,0.0,0.08881821165567175,0.0962622874435537,India,1371360351,2020-09-01,799631.0,2965852.0,2965852.0,171.0,78168.0,892.0,62145.0,3765483.0,66337.0,2899515.0
172,109256.67028899844,109256.67028899844,109256.67028899844,109256.67028899844,109256.67028899844,2762715.606753535,2762715.606753535,2762715.606753535,2762715.606753535,2762715.606753535,1367903809.2770426,1367903809.2770426,1367903809.2770426,1367903809.2770426,0.0,0.0,0.0,0.0,0.09232372985672896,0.09976754450843173,India,1371360351,2020-09-02,813704.0,3034639.0,3034639.0,172.0,82860.0,913.0,67874.0,3848343.0,67250.0,2967389.0
173,88384.99280432245,88384.99280432245,88384.99280432245,88384.99280432245,88384.99280432245,2773789.3615526976,2773789.3615526976,2773789.3615526976,2773789.3615526976,2773789.3615526976,1367894011.354357,1367894011.354357,1367894011.354357,1367894011.354357,0.0,0.0,0.0,0.0,0.08990463398830226,0.10135541170961147,India,1371360351,2020-09-03,829390.0,3103109.0,3103109.0,173.0,84156.0,979.0,67491.0,3932499.0,68229.0,3034880.0
174,71518.48491147181,71518.48491147181,71518.48491147181,71518.48491147181,71518.48491147181,2782411.0404440323,2782411.0404440323,2782411.0404440323,2782411.0404440323,2782411.0404440323,1367885766.5253556,1367885766.5253556,1367885766.5253556,1367885766.5253556,0.0,0.0,0.0,0.0,0.09351951859594715,0.09754686421056041,India,1371360351,2020-09-04,845930.0,3173684.0,3173684.0,174.0,87115.0,950.0,69625.0,4019614.0,69179.0,3104505.0
175,57774.470332005025,57774.470332005025,57774.470332005025,57774.470332005025,57774.470332005025,2789506.02337896,2789506.02337896,2789506.02337896,2789506.02337896,2789506.02337896,1367879117.493711,1367879117.493711,1367879117.493711,1367879117.493711,0.0,0.0,0.0,0.0,0.09320556699129237,0.09920488309714637,India,1371360351,2020-09-05,862453.0,3247761.0,3247761.0,175.0,90600.0,916.0,73161.0,4110214.0,70095.0,3177666.0
176,46915.70745089438,46915.70745089438,46915.70745089438,46915.70745089438,46915.70745089438,2795313.1150327954,2795313.1150327954,2795313.1150327954,2795313.1150327954,2795313.1150327954,1367874065.8224838,1367874065.8224838,1367874065.8224838,1367874065.8224838,0.0,0.0,0.0,0.0,0.08766030448810459,0.10051310934509161,India,1371360351,2020-09-06,883543.0,3318396.0,3318396.0,176.0,91725.0,1005.0,69630.0,4201939.0,71100.0,3247296.0
177,38186.78955558571,38186.78955558571,38186.78955558571,38186.78955558571,38186.78955558571,2800182.208294137,2800182.208294137,2800182.208294137,2800182.208294137,2800182.208294137,1367870205.9978497,1367870205.9978497,1367870205.9978497,1367870205.9978497,0.0,0.0,0.0,0.0,0.08248116325335819,0.10378386101153583,India,1371360351,2020-09-07,883313.0,3393641.0,3393641.0,177.0,75015.0,1129.0,74116.0,4276954.0,72229.0,3321412.0
178,31002.176544576687,31002.176544576687,31002.176544576687,31002.176544576687,31002.176544576687,2804095.013772647,2804095.013772647,2804095.013772647,2804095.013772647,2804095.013772647,1367866934.1903172,1367866934.1903172,1367866934.1903172,1367866934.1903172,0.0,0.0,0.0,0.0,0.08589765323056205,0.10246489752207005,India,1371360351,2020-09-08,897453.0,3469356.0,3469356.0,178.0,89855.0,1107.0,74608.0,4366809.0,73336.0,3396020.0
179,25024.282332996132,25024.282332996132,25024.282332996132,25024.282332996132,25024.282332996132,2807285.2011590297,2807285.2011590297,2807285.2011590297,2807285.2011590297,2807285.2011590297,1367864146.483492,1367864146.483492,1367864146.483492,1367864146.483492,0.0,0.0,0.0,0.0,0.09014936062143747,0.1029020456610736,India,1371360351,2020-09-09,918759.0,3543586.0,3543586.0,179.0,95536.0,1168.0,73062.0,4462345.0,74504.0,3469082.0
180,20135.564007806028,20135.564007806028,20135.564007806028,20135.564007806028,20135.564007806028,2809899.914740884,2809899.914740884,2809899.914740884,2809899.914740884,2809899.914740884,1367861872.4787486,1367861872.4787486,1367861872.4787486,1367861872.4787486,0.0,0.0,0.0,0.0,0.09110419134594791,0.10448705569497138,India,1371360351,2020-09-10,943404.0,3615703.0,3615703.0,180.0,96762.0,1213.0,70904.0,4559107.0,75717.0,3539986.0
181,16176.490190959878,16176.490190959878,16176.490190959878,16176.490190959878,16176.490190959878,2812021.560579152,2812021.560579152,2812021.560579152,2812021.560579152,2812021.560579152,1367860035.05077,1367860035.05077,1367860035.05077,1367860035.05077,0.0,0.0,0.0,0.0,0.09148625937034638,0.1053680859123273,India,1371360351,2020-09-11,958401.0,3698361.0,3698361.0,181.0,97655.0,1202.0,81456.0,4656762.0,76919.0,3621442.0
182,12986.688152872983,12986.688152872983,12986.688152872983,12986.688152872983,12986.688152872983,2813728.917406941,2813728.917406941,2813728.917406941,2813728.917406941,2813728.917406941,1367858552.6055598,1367858552.6055598,1367858552.6055598,1367858552.6055598,0.0,0.0,0.0,0.0,0.09187646572232973,0.10554556690815205,India,1371360351,2020-09-12,973842.0,3777334.0,3777334.0,182.0,94414.0,1111.0,77862.0,4751176.0,78030.0,3699304.0
183,10497.646517570687,10497.646517570687,10497.646517570687,10497.646517570687,10497.646517570687,2815110.880278681,2815110.880278681,2815110.880278681,2815110.880278681,2815110.880278681,1367857445.5267963,1367857445.5267963,1367857445.5267963,1367857445.5267963,0.0,0.0,0.0,0.0,0.08546543485792871,0.10641380277036391,India,1371360351,2020-09-13,988174.0,3856222.0,3856222.0,183.0,93220.0,1140.0,77748.0,4844396.0,79170.0,3777052.0
184,8530.67648672714,8530.67648672714,8530.67648672714,8530.67648672714,8530.67648672714,2816225.9496156042,2816225.9496156042,2816225.9496156042,2816225.9496156042,2816225.9496156042,1367856593.6261024,1367856593.6261024,1367856593.6261024,1367856593.6261024,0.0,0.0,0.0,0.0,0.08135940752581741,0.10622088818258416,India,1371360351,2020-09-14,989820.0,3936489.0,3936489.0,184.0,81913.0,1054.0,79213.0,4926309.0,80224.0,3856265.0
185,6889.613441688395,6889.613441688395,6889.613441688395,6889.613441688395,6889.613441688395,2817164.5533699426,2817164.5533699426,2817164.5533699426,2817164.5533699426,2817164.5533699426,1367855891.1668117,1367855891.1668117,1367855891.1668117,1367855891.1668117,0.0,0.0,0.0,0.0,0.08255601270602864,0.11002688424521442,India,1371360351,2020-09-15,996788.0,4020619.0,4020619.0,185.0,91098.0,1281.0,82849.0,5017407.0,81505.0,3939114.0
186,5536.811287372077,5536.811287372077,5536.811287372077,5536.811287372077,5536.811287372077,2817911.1678255815,2817911.1678255815,2817911.1678255815,2817911.1678255815,2817911.1678255815,1367855284.979113,1367855284.979113,1367855284.979113,1367855284.979113,0.0,0.0,0.0,0.0,0.08821115473079719,0.10836811991822058,India,1371360351,2020-09-16,1010584.0,4104683.0,4104683.0,186.0,97860.0,1140.0,82924.0,5115267.0,82645.0,4022038.0
187,4440.342387530554,4440.342387530554,4440.342387530554,4440.342387530554,4440.342387530554,2818518.142671193,2818518.142671193,2818518.142671193,2818518.142671193,2818518.142671193,1367854795.4850588,1367854795.4850588,1367854795.4850588,1367854795.4850588,0.0,0.0,0.0,0.0,0.08863375229458365,0.10962534464477827,India,1371360351,2020-09-17,1018408.0,4193646.0,4193646.0,187.0,96787.0,1175.0,87788.0,5212054.0,83820.0,4109826.0
188,3560.3386740569763,3560.3386740569763,3560.3386740569763,3560.3386740569763,3560.3386740569763,2819001.75577017,2819001.75577017,2819001.75577017,2819001.75577017,2819001.75577017,1367854399.0944443,1367854399.0944443,1367854399.0944443,1367854399.0944443,0.0,0.0,0.0,0.0,0.0894990644137519,0.10891347035202495,India,1371360351,2020-09-18,1014645.0,4290382.0,4290382.0,188.0,92973.0,1221.0,95515.0,5305027.0,85041.0,4205341.0
