,I_p_0.005,I_p_0.007,I_p_0.01,I_p_0.05,I_predict,R_p_0.005,R_p_0.007,R_p_0.01,R_p_0.05,R_predict,S_p_0.005,S_p_0.007,S_p_0.01,S_p_0.05,V_p_0.005,V_p_0.007,V_p_0.01,V_p_0.05,beta,gamma,Region,Population,Date,I_actual,R_actual,S_actual,index,Confirmed,Deceased,Recovered,totalConfirmed,totalFatalities,totalRecovered
237,0.027041170700372742,0.027041170700372742,0.027041170700372742,0.027041170700372742,0.027041170700372742,2821044.1063081617,2821044.1063081617,2821044.1063081617,2821044.1063081617,2821044.1063081617,1367852881.133349,1367852881.133349,1367852881.133349,1367852881.133349,0.0,0.0,0.0,0.0,0.0768538363328981,0.157722793656799,India,1371360351,2020-11-06,0.0,0.0,0.0,,,,,,,
238,0.020652791788803637,0.020652791788803637,0.020652791788803637,0.020652791788803637,0.020652791788803637,2821044.110601192,2821044.110601192,2821044.110601192,2821044.110601192,2821044.110601192,1367852881.1312535,1367852881.1312535,1367852881.1312535,1367852881.1312535,0.0,0.0,0.0,0.0,0.0776860410525593,0.1587590414540236,India,1371360351,2020-11-07,0.0,0.0,0.0,,,,,,,
239,0.015770547185811667,0.015770547185811667,0.015770547185811667,0.015770547185811667,0.015770547185811667,2821044.113903546,2821044.113903546,2821044.113903546,2821044.113903546,2821044.113903546,1367852881.1296735,1367852881.1296735,1367852881.1296735,1367852881.1296735,0.0,0.0,0.0,0.0,0.07669383086794888,0.15989867600125224,India,1371360351,2020-11-08,0.0,0.0,0.0,,,,,,,
240,0.01205962595396369,0.01205962595396369,0.01205962595396369,0.01205962595396369,0.01205962595396369,2821044.116443461,2821044.116443461,2821044.116443461,2821044.116443461,2821044.116443461,1367852881.1285024,1367852881.1285024,1367852881.1285024,1367852881.1285024,0.0,0.0,0.0,0.0,0.07444314072184999,0.16105432813515735,India,1371360351,2020-11-09,0.0,0.0,0.0,,,,,,,
241,0.00922054748684057,0.00922054748684057,0.00922054748684057,0.00922054748684057,0.00922054748684057,2821044.118400947,2821044.118400947,2821044.118400947,2821044.118400947,2821044.118400947,1367852881.1276207,1367852881.1276207,1367852881.1276207,1367852881.1276207,0.0,0.0,0.0,0.0,0.07329022724997175,0.16231733391205355,India,1371360351,2020-11-10,0.0,0.0,0.0,,,,,,,
242,0.0053506603795244025,0.0053506603795244025,0.0053506603795244025,0.0053506603795244025,0.007031420142211597,2821044.1210658974,2821044.1210658974,2821044.1210658974,2821044.1210658974,2821044.11990849,1367852881.1264157,1367852881.1264157,1367852881.1264157,1367852881.1264157,0.0,0.0,0.0,0.0,0.07410969335988783,0.16349822273486928,India,1371360351,2020-11-11,0.0,0.0,0.0,,,,,,,
243,0.0048681675063798014,0.0048681675063798014,0.0048681675063798014,0.0048681675063798014,0.0053506603795244025,2821044.121946643,2821044.121946643,2821044.121946643,2821044.121946643,2821044.1210658974,1361013616.7203844,1358277910.9581316,1354174352.314752,1299460237.0696955,6839264.405632079,9574970.16788491,13678528.811264157,68392644.05632079,0.07462143167440732,0.16460502866503338,India,1371360351,2020-11-12,0.0,0.0,0.0,,,,,,,
244,0.004427190441365538,0.004426466124022895,0.004425379648008931,0.004410893301156079,0.004062010468316163,2821044.122747968,2821044.122747968,2821044.122747968,2821044.122747968,2821044.1219531735,1354208548.6364193,1348769965.5810616,1340632608.7912414,1234487225.2158475,13644332.489234,19082915.54459183,27220272.33441168,133365655.90980557,0.07520623818830025,0.1658255277655886,India,1371360351,2020-11-13,0.0,0.0,0.0,,,,,,,
245,0.0040227271673467764,0.004020118037357818,0.004016219613445287,0.003966036370501906,0.00307497040906622,2821044.123476706,2821044.1234765863,2821044.1234764075,2821044.1234740233,2821044.122631968,1347437505.8929088,1339328575.8216665,1327226282.7030025,1172762863.954743,20415375.232416097,28524305.30365926,40626598.42232409,195090017.17059794,0.07607958437817,0.16710798870284327,India,1371360351,2020-11-14,0.0,0.0,0.0,,,,,,,
246,0.0036506720649642876,0.0036448252902622222,0.0036361425647293572,0.0035298752994703682,0.0023260590066331915,2821044.1241388675,2821044.1241383175,2821044.124137497,2821044.124126853,2821044.1231496055,1340700318.3631492,1329953275.7906215,1313954019.875682,1114124720.7567523,27152562.76188064,37899605.33441093,53898861.24935412,253728160.3683351,0.07540465825254512,0.168338968286503,India,1371360351,2020-11-15,0.0,0.0,0.0,,,,,,,
247,0.0033076722302568654,0.0032972453026109474,0.003281886711605642,0.003105831028917848,0.0017617108134374486,2821044.1247397866,2821044.1247382737,2821044.124736024,2821044.1247078883,2821044.12354394,1333996816.7710695,1320643602.859827,1300814479.6766703,1058418484.7187215,33856064.35369638,47209278.26494528,67038401.44811094,309434396.4061727,0.07327834002349778,0.1695289763953062,India,1371360351,2020-11-16,0.0,0.0,0.0,,,,,,,
248,0.0029910005022151936,0.002974821299061751,0.0029512340282336607,0.002701425634404243,0.0013340468883643306,2821044.125284246,2821044.1252810163,2821044.1252762387,2821044.125219124,2821044.1238446576,1327326832.68698,1311399097.6395793,1287806334.8796825,1005497560.4826471,40526048.43755173,56453783.48496407,80046546.24487764,362355320.6421088,0.07224341326970904,0.17069625649918785,India,1371360351,2020-11-17,0.0,0.0,0.0,,,,,,,
249,0.0026984436941752087,0.0026756265419678286,0.0026427779945581596,0.002325027709831282,0.0010076957324733375,2821044.12577658,2821044.1257706867,2821044.1257620263,2821044.1256637922,2821044.1240741718,1320690198.5233386,1302219303.955903,1274928271.5306969,955222682.4584216,47162682.60098663,65633577.16844113,92924609.59367447,412630198.66624117,0.07277498487084319,0.17204359648656353,India,1371360351,2020-11-18,0.0,0.0,0.0,,,,,,,
250,0.0024282008208622837,0.0023982212881877435,0.00235569909297128,0.0019833288654264444,0.0007595887658043974,2821044.1262207576,2821044.126211108,2821044.1261970405,2821044.1260465034,2821044.124248769,1314086747.5305412,1293103768.8280401,1262178988.8152308,907461548.3354416,53766133.59360332,74749112.29613245,105673892.30898143,460391332.7891623,0.0731353602269844,0.17326387853679825,India,1371360351,2020-11-19,0.0,0.0,0.0,,,,,,,
251,0.002178794638070295,0.002141523091101469,0.0020895566689361467,0.0016800610197524252,0.0005711142403184398,2821044.126620452,2821044.1266058674,2821044.1265848004,2821044.1263729692,2821044.124381376,1307516313.7927315,1284052042.4460974,1249557198.9269464,862088470.9186344,60336567.331256025,83800838.67792873,118295682.19713375,505764410.20593435,0.07373879069242376,0.1745768655210761,India,1371360351,2020-11-20,0.0,0.0,0.0,,,,,,,
252,0.0019489924078965352,0.001904690200942507,0.0018441033660258621,0.0014158932334131056,0.0004282999024522179,2821044.1269790926,2821044.126958373,2821044.126928752,2821044.1266495157,2821044.124481738,1300978732.2236326,1275063678.1488512,1237061626.937569,818984047.372683,66874148.90021968,92789202.97505142,130791254.18640321,548868833.7518661,0.07452257593194317,0.17573067286841426,India,1371360351,2020-11-21,0.0,0.0,0.0,,,,,,,
253,0.0017377382183767238,0.0016870217129321943,0.001619131340519913,0.0011890731780426454,0.000320827113863966,2821044.1272999067,2821044.127271895,2821044.1272323006,2821044.1268825787,2821044.124557588,1294473838.562399,1266138232.4017062,1224691010.668106,778034845.0040385,73379042.56133784,101714648.72209337,143161870.4557789,589818036.1205002,0.07402281670470615,0.17709532703491315,India,1371360351,2020-11-22,0.0,0.0,0.0,,,,,,,
254,0.0015440954570333087,0.0014878756624427962,0.0014143530882975907,0.000996326591893356,0.00024051020015623229,2821044.127585947,2821044.1275495873,2821044.1274988176,2821044.127078306,2821044.1246148245,1288001469.369489,1257275264.7748091,1212444100.5613558,739133102.7538313,79851411.75414984,110577616.34890532,155408780.56245995,628719778.3707021,0.07212374602495092,0.17840400713412738,India,1371360351,2020-11-23,0.0,0.0,0.0,,,,,,,
255,0.0013671992875961372,0.0013066058574376562,0.0012293226818023487,0.0008336752876198651,0.00018020331346752544,2821044.127840113,2821044.127794499,2821044.1277316273,2821044.1272423062,2821044.124658042,1281561462.0225592,1248474337.9213161,1200319659.5556881,702176447.6161371,86291419.10099728,119378543.202329,167533221.5680735,665676433.5083938,0.07123681656255418,0.1796910337147594,India,1371360351,2020-11-24,0.0,0.0,0.0,,,,,,,
256,0.0012062204408142374,0.001142517154066137,0.001063393828296909,0.000697027350323653,0.00013477041385699456,2821044.128065161,2821044.128009573,2821044.12793398,2821044.1273795334,2821044.124690655,1275153654.7123778,1239735017.555811,1188316462.9600894,667067625.2353293,92699226.41111007,128117863.5677782,179536418.1636304,700785255.8892006,0.07132426848445979,0.180978377742088,India,1371360351,2020-11-25,0.0,0.0,0.0,,,,,,,
257,0.0010603388232532697,0.0009948392742846364,0.0009157123194862098,0.0005825292407284686,0.00010054674529522405,2821044.128263711,2821044.1281976374,2821044.1281090197,2821044.1274942677,2821044.1247152234,1268777886.438759,1231056872.4328756,1176433298.330457,633714243.9735624,99074994.68467197,136796008.69066888,191419582.79323128,734138637.150967,0.071826558100345,0.18229766655399832,India,1371360351,2020-11-26,0.0,0.0,0.0,,,,,,,
258,0.0009287254352129175,0.0008627169028132424,0.000785233305204354,0.0004867332989997768,7.48321154326733e-05,2821044.1284382483,2821044.128361393,2821044.1282597505,2821044.1275901548,2821044.12473369,1262433997.0065188,1222439474.3258102,1164668965.3471289,602028531.774884,105418884.11686577,145413406.797699,203183915.77653584,765824349.3496451,0.07226904074348868,0.18366380712125951,India,1371360351,2020-11-27,0.0,0.0,0.0,,,,,,,
259,0.0008105333752576492,0.0007452127103919942,0.0006707589496792814,0.00040664820870535065,5.553706275661874e-05,2821044.128591121,2821044.128503401,2821044.1283890037,2821044.127670273,2821044.1247475366,1256121827.0214486,1213882398.0055022,1153022275.6936402,571927105.1861397,111731054.10189836,153970483.11797968,214830605.43000713,795925775.9383893,0.07299668425949343,0.18503456018956738,India,1371360351,2020-11-28,0.0,0.0,0.0,,,,,,,
260,0.0007048962930054282,0.0006413210590807453,0.0005709849789765147,0.0003397238481361098,4.11657413027517e-05,2821044.128724539,2821044.1286260667,2821044.128499414,2821044.127737209,2821044.1247578845,1249841217.886311,1205385221.2194426,1141492052.9366913,543330749.9268327,118011663.2370056,162467659.9040182,226360828.18694353,824522131.1976963,0.0726328733572145,0.18632281965729508,India,1371360351,2020-11-29,0.0,0.0,0.0,,,,,,,
261,0.0006109313925720423,0.0005499868387941769,0.00048455005066865725,0.0002838077262440674,3.051823485381944e-05,2821044.128840569,2821044.1287316317,2821044.1285934006,2821044.127793129,2821044.124765611,1243592011.7968552,1196947524.6708903,1130077132.4073153,516164212.43049103,124260869.32643716,170905356.4525543,237775748.71631044,851688668.6940379,0.07114009197261267,0.18769155540765364,India,1371360351,2020-11-30,0.0,0.0,0.0,,,,,,,
262,0.0005277463675502894,0.0004701297787623207,0.0004100827146865487,0.0002370930442114197,2.2618074382393446e-05,2821044.1289411318,2821044.1288221623,2821044.1286731595,2821044.127839845,2821044.1247713813,1237374051.7378519,1188568891.9981818,1118776361.0832357,490356001.80896646,130478829.38542144,179283989.12525052,249076520.0403836,877496879.3155625,0.06996573198789524,0.18908010397299035,India,1371360351,2020-12-01,0.0,0.0,0.0,,,,,,,
263,0.0004544493113369816,0.00040066789575910595,0.0003462425859203854,0.00019806684462592687,1.672650764691701e-05,2821044.129028002,2821044.128899548,2821044.128740661,2821044.1278788717,2821044.1247756896,1231187181.4791477,1180248909.7541854,1107588597.4723988,465838201.71851814,136665699.6441107,187603971.36923778,260264283.65121597,902014679.4060109,0.07018417045685532,0.19047581057499458,India,1371360351,2020-12-02,0.0,0.0,0.0,,,,,,,
264,0.0003901592961990007,0.00034053997842461054,0.00029175129849377904,0.00016546426237119588,1.234281354460592e-05,2821044.1291028066,2821044.1289655003,2821044.1287976536,2821044.1279114746,2821044.1247788984,1225031245.5717402,1171987167.3858995,1096512711.4976716,442546291.6325922,142821635.55150646,195865713.7375171,271340169.62593997,925306589.4919368,0.07040862499302317,0.1918521124797621,India,1371360351,2020-12-03,0.0,0.0,0.0,,,,,,,
265,0.0003340175538716894,0.0002887243686240321,0.00024541687060617264,0.00013822800375480816,9.085746636574079e-06,2821044.1291670287,2821044.129021555,2821044.128845677,2821044.1279387106,2821044.1247812835,1218906089.3438723,1163783257.2141933,1085547584.3826928,420418977.05096257,148946791.77936515,204069623.90921837,282305296.74091667,947433904.0735664,0.0708401846181807,0.19322466801203841,India,1371360351,2020-12-04,0.0,0.0,0.0,,,,,,,
266,0.00028519809856488267,0.00024425517519084824,0.00020614742077918526,0.00011547513513358729,6.669118171466391e-06,2821044.12922201,2821044.129069081,2821044.1288860734,2821044.1279614633,2821044.124783052,1212811558.897146,1155636774.4136903,1074692108.5388644,399398028.19841444,155041322.2260845,212216106.70971772,293160772.5847436,968454852.9261146,0.07150717321733896,0.19465589094621394,India,1371360351,2020-12-05,0.0,0.0,0.0,,,,,,,
267,0.00024291534524335993,0.00020623277884545345,0.00017295808140939148,9.646763822443476e-05,4.886769769822651e-06,2821044.129268955,2821044.129109287,2821044.128920006,2821044.1279804707,2821044.12478436,1206747501.102655,1147547316.992792,1063945187.4534748,379428126.78849375,161105380.02057022,220305564.13061357,303907693.6701323,988424754.3360353,0.07133491191287045,0.19610152243143408,India,1371360351,2020-12-06,0.0,0.0,0.0,,,,,,,
268,0.00020643167687033152,0.0001738316231585688,0.0001449732104556054,8.058893533375622e-05,3.5806778042071824e-06,2821044.1293089404,2821044.1291432343,2821044.1289484757,2821044.1279963492,2821044.1247853255,1200713763.5971377,1139514485.7738404,1053305735.5789394,360456720.4490691,167139117.5260835,228338395.34956312,314547145.544667,1007396160.67546,0.06993248995865999,0.19751739844854196,India,1371360351,2020-12-07,0.0,0.0,0.0,,,,,,,
269,0.0001750626242534534,0.00014630290788558443,0.00012142276030518375,6.732398740166357e-05,2.622030360117533e-06,2821044.12934292,2821044.1291718483,2821044.128972339,2821044.128009614,2821044.124786038,1194710194.7791488,1131537884.3734224,1042772678.2231497,342433884.42661566,173142686.34406918,236314996.74998,325080202.9004564,1025418996.6979134,0.06895728751389266,0.19894700812828722,India,1371360351,2020-12-08,0.0,0.0,0.0,,,,,,,
270,0.00014817898627180465,0.00012297573099431515,0.000101635700600438,5.624255207681684e-05,1.916344719950784e-06,2821044.129371736,2821044.129195931,2821044.1289923256,2821044.1280206954,2821044.124786563,1188736643.805251,1123617119.1828074,1032344951.440918,325312190.2052849,179116237.31796494,244235761.94059396,335507929.68268794,1042540690.9192442,0.06892019060130568,0.20039318093511566,India,1371360351,2020-12-09,0.0,0.0,0.0,,,,,,,
271,0.00012520891791429836,0.00010325421519512311,8.503221438001993e-05,4.6985183951229606e-05,1.3973645375632502e-06,2821044.129396127,2821044.1292161737,2821044.1290090554,2821044.1280299528,2821044.12478695,1182792960.586223,1115751799.3485272,1022021501.9265087,309046580.6950207,185059920.5369912,252101081.7748736,345831379.1970971,1058806300.4295084,0.06909596414750044,0.20189851857916544,India,1371360351,2020-12-10,0.0,0.0,0.0,,,,,,,
272,0.00010563657151553268,8.661446482601212e-05,7.111427531157201e-05,3.925157110736071e-05,1.0163942677788703e-06,2821044.129416737,2821044.1292331703,2821044.1290230523,2821044.1280376865,2821044.1247872342,1176878995.7832906,1107941536.753087,1011801286.9072435,293594251.6602696,190973885.3399223,259911344.37031332,356051594.21636224,1074258629.4642594,0.06946272653259321,0.2033497843830505,India,1371360351,2020-12-11,0.0,0.0,0.0,,,,,,,
273,8.900125548525133e-05,7.259912815311689e-05,5.94570697793685e-05,3.279081147339099e-05,7.371484465130788e-07,2821044.129434125,2821044.129247428,2821044.129034758,2821044.128044147,2821044.1247874424,1170994600.8043733,1100185945.9958153,1001683274.0381709,278914539.07725614,196858280.31883878,267666935.12758493,366169607.0854347,1088938342.047273,0.0700780376803128,0.2048428312860341,India,1371360351,2020-12-12,0.0,0.0,0.0,,,,,,,
274,7.489407042776853e-05,6.08117406832333e-05,4.969975152622252e-05,2.739363095468878e-05,5.336274205684216e-07,2821044.129448775,2821044.1292593786,2821044.129044545,2821044.128049544,2821044.1247875947,1165139627.8003507,1092484644.3738444,991666441.2977892,264968812.12339333,202713253.32286063,275368236.74955565,376186439.8258164,1102884069.0011358,0.06996287315492483,0.20630838947849572,India,1371360351,2020-12-13,0.0,0.0,0.0,,,,,,,
275,6.295502459688473e-05,5.091065465810671e-05,4.153679994248141e-05,2.288493440546209e-05,3.8608833971445963e-07,2821044.129461103,2821044.129269389,2821044.1290527256,2821044.1280540526,2821044.1247877055,1159313929.6613483,1084837251.8632271,981749776.8848113,251720371.51722366,208538951.4618624,283015629.26017255,386103104.23879427,1116132509.6073055,0.06881012520455533,0.20784918746547104,India,1371360351,2020-12-14,0.0,0.0,0.0,,,,,,,
276,5.286920563164391e-05,4.260278975116821e-05,3.4710319333178666e-05,1.9118457715539663e-05,2.791114890278484e-07,2821044.129471466,2821044.1292777695,2821044.129059563,2821044.128057819,2821044.1247877865,1153517360.0130413,1077243391.1001844,971932279.1159632,239134352.94136247,214335521.1101691,290609490.0232151,395920602.0076424,1128718528.1831667,0.06788549019434495,0.2093668258003712,India,1371360351,2020-12-15,0.0,0.0,0.0,,,,,,,
277,4.436269592753528e-05,3.563770792477189e-05,2.9003066725252368e-05,1.597205390117653e-05,2.0141136620857112e-07,2821044.1294801687,2821044.1292847823,2821044.1290652766,2821044.1280609653,2821044.124787845,1147749773.2129757,1069702687.3624831,962212956.3248036,227177635.29429436,220103107.91023433,298150193.7609164,405639924.798802,1140675245.8302348,0.06767472329246617,0.21088218652769203,India,1371360351,2020-12-16,0.0,0.0,0.0,,,,,,,
278,3.719816097049388e-05,2.9802733946388047e-05,2.4232703295108258e-05,1.3343408736024618e-05,1.4499542480315872e-07,2821044.129487471,2821044.1292906487,2821044.129070051,2821044.128063594,2821044.124787888,1142011024.3469107,1062214768.5509458,952590826.7615556,215818753.52957964,225841856.7762992,305638112.5724538,415262054.36205006,1152034127.5949495,0.06786309322547046,0.21241354432201012,India,1371360351,2020-12-17,0.0,0.0,0.0,,,,,,,
279,3.117145251519734e-05,2.4917091846729365e-05,2.024600289069941e-05,1.1147369460428854e-05,1.0411778453525467e-07,2821044.129493594,2821044.1292955545,2821044.1290740403,2821044.12806579,2821044.124787919,1136300969.225176,1054779265.1710892,943064918.49394,205027815.85310066,231551911.89803377,313073615.95231044,424787962.6296656,1162825065.2714286,0.06811957013345003,0.213978312413927,India,1371360351,2020-12-18,0.0,0.0,0.0,,,,,,,
280,2.6107562369320117e-05,2.0828464376934327e-05,1.6914603664879946e-05,9.312735042778398e-06,7.45446094617103e-08,2821044.1294987253,2821044.129299656,2821044.1290773735,2821044.1280676248,2821044.1247879416,1130619464.3790503,1047395810.3148916,933634269.3090006,194776425.06044564,237233416.74415964,320457070.80850804,434218611.814605,1173076456.0640836,0.06866671670942993,0.2155446789576768,India,1371360351,2020-12-19,0.0,0.0,0.0,,,,,,,
281,2.1856403998217118e-05,1.7408280681589313e-05,1.4130927171539084e-05,7.779985455276662e-06,5.3255347667838155e-08,2821044.129503023,2821044.1293030847,2821044.129080158,2821044.1280691577,2821044.124787958,1124966367.057155,1040064039.6426873,924297926.6159106,185037603.80742335,242886514.06605488,327788841.4807123,443554954.507695,1182815277.3171058,0.06864304123129238,0.21712341995593853,India,1371360351,2020-12-20,0.0,0.0,0.0,,,,,,,
282,1.8290648101127493e-05,1.4547952001998041e-05,1.1805075366135121e-05,6.4993323731694474e-06,3.801265697487633e-08,2821044.1295066206,2821044.1293059504,2821044.1290824846,2821044.1280704383,2821044.1247879695,1119341535.2218692,1032783591.3651885,915054947.3497516,175785723.6170522,248511345.90134066,335069289.75821114,452797933.77385414,1192067157.507477,0.06770602224857142,0.21868611536385468,India,1371360351,2020-12-21,0.0,0.0,0.0,,,,,,,
283,1.5301886959694758e-05,1.215635841589159e-05,9.861808066374833e-06,5.429556521202364e-06,2.7108911039801773e-08,2821044.1295096315,2821044.1293083453,2821044.1290844283,2821044.128071508,2821044.124787978,1113744827.54576,1025554106.2256322,905904397.8762541,166996437.43619958,254108053.57745,342298774.8977675,461948483.24735165,1200856443.6883297,0.0667203870170964,0.22029540148497578,India,1371360351,2020-12-22,0.0,0.0,0.0,,,,,,,
